software04,h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,CloAct
ant_main(10)4%=0.04,0.130434784,0,0.086956522,0.130434784,0.130434784,0.086956522,0.217391304,0.260869567,0.260869567,0.347826088,0.347826088,0.35460993
argouml(12)4%=0.04,0.305410119,0,0.349040142,0.305410119,0.305410119,0.305410119,0.436300172,0.436300172,0.436300172,0.479930195,0.479930195,0.495049508
jedit(7)4%=0.04,0.236966825,0,0.236966825,0.276461295,0.276461295,0.236966825,0.197472355,0.236966825,0.236966825,0.236966825,0.236966825,0.277337559
jgap(18)4%=0.04,0.346420329,0,0.173210164,0.173210164,0.173210164,0.230946883,0.115473442,0.115473442,0.115473442,0.173210164,0.173210164,0.183374086
jhotdraw(9)4%=0.04,0.390117039,0,0.325097534,0.455136543,0.455136543,0.455136543,0.390117039,0.325097534,0.325097534,0.390117039,0.390117039,0.505902198
jmeter_core(14)4%=0.04,0.081967215,0,0.16393443,0.081967215,0.081967215,0.245901641,0.081967215,0.245901641,0.245901641,0.245901641,0.245901641,0.167504192
JPMC(24)4%=0.04,0,0,0,0.066934406,0.066934406,0,0,0,0.066934406,0,0,0
Maze(27)4%=0.04,0.134408603,0,0.067204302,0.134408603,0.134408603,0.067204302,0.134408603,0.134408603,0.134408603,0.134408603,0.134408603,0.135135136
neuroph(24)4%=0.04,0.322164943,0,0.257731965,0.257731965,0.257731965,0.257731965,0.386597938,0.386597938,0.322164943,0.322164943,0.386597938,0.333778365
tomcat(28)4%=0.04,0.304878052,0,0.323932928,0.133384146,0.133384146,0.304878052,0.247713413,0.152439026,0.133384146,0.209603657,0.247713413,0.314836682
Xerces(6)4%=0.04,0.085397097,0,0.128095645,0.042698548,0.042698548,0.170794194,0.085397097,0.042698548,0,0.042698548,0,0.088495576
